Points,Longitude,Latitude,COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1,Sum,Genes
2754,275.55709,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2755,282.48966,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2756,289.42223,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2757,296.3548,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2758,303.28738,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2759,310.21995,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2760,317.15252,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2761,324.0851,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2762,331.01767,251.98145,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2763,337.95024,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2764,344.88282,251.98145,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2765,351.81539,251.98145,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2766,358.74796,251.98145,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2767,365.68053,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2768,372.61311,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2769,379.54568,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2770,386.47825,251.98145,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2771,393.41083,251.98145,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
2772,400.3434,251.98145,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2773,407.27597,251.98145,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2774,414.20854,251.98145,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2775,421.14112,251.98145,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2776,428.07369,251.98145,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2777,435.00626,251.98145,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2778,441.93884,251.98145,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2779,448.87141,251.98145,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2780,455.80398,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2781,462.73655,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2782,469.66913,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2783,476.6017,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2784,483.53427,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2785,490.46685,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2786,497.39942,251.98145,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2787,504.33199,251.98145,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
2788,511.26457,251.98145,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2789,518.19714,251.98145,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2790,525.12971,251.98145,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2791,532.06228,251.98145,1,1,1,0,0,1,4,"COL11A1,S100A4,CXCL12,FBLN1"
2792,538.99486,251.98145,1,1,1,1,0,1,5,"COL11A1,S100A4,CXCL12,COL1A1,FBLN1"
2793,545.92743,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2794,552.86,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2795,559.79258,251.98145,1,0,1,0,0,1,3,"COL11A1,CXCL12,FBLN1"
2796,566.72515,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2797,573.65772,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2798,580.59029,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2799,587.52287,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2800,594.45544,251.98145,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2801,46.78218,258.59913,0,0,0,0,0,1,1,FBLN1
2802,53.71475,258.59913,0,1,0,0,0,1,2,"S100A4,FBLN1"
2803,60.64733,258.59913,0,1,0,0,0,0,1,S100A4
2804,67.5799,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2805,74.51247,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2806,81.44504,258.59913,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
2807,88.37762,258.59913,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2808,95.31019,258.59913,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2809,102.24276,258.59913,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2810,109.17534,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2811,116.10791,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2812,123.04048,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2813,129.97305,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2814,136.90563,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2815,143.8382,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2816,150.77077,258.59913,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2817,157.70335,258.59913,0,1,0,0,1,0,2,"S100A4,C3"
2818,164.63592,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2819,171.56849,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2820,178.50107,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2821,185.43364,258.59913,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2822,192.36621,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2823,199.29878,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2824,206.23136,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2825,213.16393,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2826,220.0965,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2827,227.02908,258.59913,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2828,233.96165,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2829,240.89422,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2830,247.82679,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2831,254.75937,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2832,261.69194,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2833,268.62451,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2834,275.55709,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2835,282.48966,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2836,289.42223,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2837,296.3548,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2838,303.28738,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2839,310.21995,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2840,317.15252,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2841,324.0851,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2842,331.01767,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2843,337.95024,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2844,344.88282,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2845,351.81539,258.59913,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2846,358.74796,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2847,365.68053,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2848,372.61311,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2849,379.54568,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2850,386.47825,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2851,393.41083,258.59913,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2852,400.3434,258.59913,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
2853,407.27597,258.59913,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
2854,414.20854,258.59913,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2855,421.14112,258.59913,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2856,428.07369,258.59913,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2857,435.00626,258.59913,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2858,441.93884,258.59913,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2859,448.87141,258.59913,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2860,455.80398,258.59913,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2861,462.73655,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2862,469.66913,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2863,476.6017,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2864,483.53427,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2865,490.46685,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2866,497.39942,258.59913,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2867,504.33199,258.59913,1,1,1,0,1,0,4,"COL11A1,S100A4,CXCL12,C3"
2868,511.26457,258.59913,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2869,518.19714,258.59913,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2870,525.12971,258.59913,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2871,532.06228,258.59913,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2872,538.99486,258.59913,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2873,545.92743,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2874,552.86,258.59913,1,0,1,1,0,0,3,"COL11A1,CXCL12,COL1A1"
2875,559.79258,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2876,566.72515,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2877,573.65772,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2878,580.59029,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2879,587.52287,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2880,594.45544,258.59913,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2881,46.78218,265.21682,0,1,0,0,0,1,2,"S100A4,FBLN1"
2882,53.71475,265.21682,0,0,0,0,0,1,1,FBLN1
2883,60.64733,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2884,67.5799,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2885,74.51247,265.21682,1,1,0,0,1,1,4,"COL11A1,S100A4,C3,FBLN1"
2886,81.44504,265.21682,1,1,0,0,1,1,4,"COL11A1,S100A4,C3,FBLN1"
2887,88.37762,265.21682,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2888,95.31019,265.21682,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2889,102.24276,265.21682,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2890,109.17534,265.21682,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2891,116.10791,265.21682,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2892,123.04048,265.21682,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2893,129.97305,265.21682,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2894,136.90563,265.21682,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2895,143.8382,265.21682,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2896,150.77077,265.21682,0,1,0,0,1,0,2,"S100A4,C3"
2897,157.70335,265.21682,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2898,164.63592,265.21682,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2899,171.56849,265.21682,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2900,178.50107,265.21682,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2901,185.43364,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2902,192.36621,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2903,199.29878,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2904,206.23136,265.21682,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2905,213.16393,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2906,220.0965,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2907,227.02908,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2908,233.96165,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2909,240.89422,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2910,247.82679,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2911,254.75937,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2912,261.69194,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2913,268.62451,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2914,275.55709,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2915,282.48966,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2916,289.42223,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2917,296.3548,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2918,303.28738,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2919,310.21995,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2920,317.15252,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2921,324.0851,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2922,331.01767,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2923,337.95024,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2924,344.88282,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2925,351.81539,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2926,358.74796,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2927,365.68053,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2928,372.61311,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2929,379.54568,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2930,386.47825,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2931,393.41083,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2932,400.3434,265.21682,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2933,407.27597,265.21682,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2934,414.20854,265.21682,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
2935,421.14112,265.21682,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
2936,428.07369,265.21682,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
2937,435.00626,265.21682,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2938,441.93884,265.21682,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2939,448.87141,265.21682,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
2940,455.80398,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2941,462.73655,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2942,469.66913,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2943,476.6017,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2944,483.53427,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2945,490.46685,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2946,497.39942,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2947,504.33199,265.21682,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
2948,511.26457,265.21682,1,0,1,0,0,0,2,"COL11A1,CXCL12"
2949,518.19714,265.21682,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2950,525.12971,265.21682,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2951,532.06228,265.21682,1,1,1,0,0,0,3,"COL11A1,S100A4,CXCL12"
2952,538.99486,265.21682,1,0,1,0,0,0,2,"COL11A1,CXCL12"
2953,545.92743,265.21682,1,0,1,0,0,0,2,"COL11A1,CXCL12"
2954,552.86,265.21682,1,0,1,1,0,0,3,"COL11A1,CXCL12,COL1A1"
2955,559.79258,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2956,566.72515,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2957,573.65772,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2958,580.59029,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2959,587.52287,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2960,594.45544,265.21682,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
2961,46.78218,271.8345,0,0,1,0,0,1,2,"CXCL12,FBLN1"
2962,53.71475,271.8345,0,0,1,0,0,1,2,"CXCL12,FBLN1"
2963,60.64733,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2964,67.5799,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2965,74.51247,271.8345,1,1,0,1,1,1,5,"COL11A1,S100A4,COL1A1,C3,FBLN1"
2966,81.44504,271.8345,1,1,0,0,1,1,4,"COL11A1,S100A4,C3,FBLN1"
2967,88.37762,271.8345,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2968,95.31019,271.8345,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2969,102.24276,271.8345,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2970,109.17534,271.8345,1,1,0,1,1,0,4,"COL11A1,S100A4,COL1A1,C3"
2971,116.10791,271.8345,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2972,123.04048,271.8345,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2973,129.97305,271.8345,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2974,136.90563,271.8345,1,1,0,0,1,0,3,"COL11A1,S100A4,C3"
2975,143.8382,271.8345,0,1,0,0,1,0,2,"S100A4,C3"
2976,150.77077,271.8345,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2977,157.70335,271.8345,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2978,164.63592,271.8345,0,1,0,0,1,1,3,"S100A4,C3,FBLN1"
2979,171.56849,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2980,178.50107,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2981,185.43364,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2982,192.36621,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2983,199.29878,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2984,206.23136,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2985,213.16393,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2986,220.0965,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2987,227.02908,271.8345,0,1,1,0,1,1,4,"S100A4,CXCL12,C3,FBLN1"
2988,233.96165,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2989,240.89422,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2990,247.82679,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2991,254.75937,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2992,261.69194,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2993,268.62451,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2994,275.55709,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2995,282.48966,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2996,289.42223,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2997,296.3548,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2998,303.28738,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
2999,310.21995,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3000,317.15252,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3001,324.0851,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3002,331.01767,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3003,337.95024,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3004,344.88282,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3005,351.81539,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3006,358.74796,271.8345,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
3007,365.68053,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3008,372.61311,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3009,379.54568,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3010,386.47825,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3011,393.41083,271.8345,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
3012,400.3434,271.8345,0,1,0,1,1,1,4,"S100A4,COL1A1,C3,FBLN1"
3013,407.27597,271.8345,0,1,0,1,1,1,4,"S100A4,COL1A1,C3,FBLN1"
3014,414.20854,271.8345,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
3015,421.14112,271.8345,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
3016,428.07369,271.8345,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
3017,435.00626,271.8345,1,0,0,1,1,0,3,"COL11A1,COL1A1,C3"
3018,441.93884,271.8345,1,0,0,1,1,0,3,"COL11A1,COL1A1,C3"
3019,448.87141,271.8345,1,0,1,1,1,0,4,"COL11A1,CXCL12,COL1A1,C3"
3020,455.80398,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3021,462.73655,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3022,469.66913,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3023,476.6017,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3024,483.53427,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3025,490.46685,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3026,497.39942,271.8345,1,0,1,0,1,0,3,"COL11A1,CXCL12,C3"
3027,504.33199,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3028,511.26457,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3029,518.19714,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3030,525.12971,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3031,532.06228,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3032,538.99486,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
3033,545.92743,271.8345,1,0,1,0,0,0,2,"COL11A1,CXCL12"
